id,Price
300605,81.76192
300606,80.966125
300607,81.73439
300608,81.033165
300609,80.854454
300610,81.57031
300611,81.23635
300612,81.867386
300613,81.3017
300614,82.4217
300615,82.91287
300616,80.417854
300617,81.76114
300618,83.45263
300619,81.20189
300620,74.5341
300621,81.07498
300622,81.795265
300623,81.554054
300624,82.036606
300625,82.545395
300626,81.89618
300627,80.71605
300628,78.95841
300629,81.65178
300630,79.509384
300631,81.42688
300632,82.52258
300633,80.48371
300634,83.063736
300635,84.04503
300636,82.795876
300637,81.29605
300638,81.56938
300639,84.158585
300640,82.97718
300641,80.929924
300642,82.29368
300643,82.157486
300644,80.945366
300645,77.15312
300646,79.39172
300647,80.81213
300648,81.9613
300649,83.4062
300650,82.89426
300651,77.587074
300652,81.650536
300653,82.6958
300654,82.28238
300655,79.3073
300656,81.98666
300657,81.467735
300658,82.48008
300659,83.425934
300660,81.26041
300661,82.03941
300662,81.09948
300663,79.51959
300664,82.00545
300665,80.95389
300666,81.36197
300667,82.738205
300668,81.08449
300669,80.79529
300670,81.12976
300671,81.993454
300672,83.00153
300673,83.79003
300674,82.74971
300675,82.239105
300676,81.11717
300677,80.617584
300678,80.869774
300679,81.18274
300680,81.1027
300681,79.748924
300682,83.983444
300683,83.086945
300684,83.68309
300685,79.885735
300686,83.353035
300687,78.73723
300688,82.17035
300689,82.16001
300690,83.20315
300691,82.38161
300692,81.843445
300693,82.1003
300694,81.65564
300695,83.785164
300696,81.80324
300697,80.93707
300698,83.01289
300699,78.98929
300700,79.33915
300701,79.75871
300702,79.850296
300703,83.33349
300704,82.00935
300705,80.832184
300706,80.539734
300707,81.296745
300708,83.464424
300709,79.22337
300710,82.15711
300711,81.58852
300712,81.7776
300713,79.032425
300714,81.26187
300715,82.08582
300716,79.21048
300717,80.68147
300718,80.56213
300719,80.187775
300720,80.51351
300721,81.85125
300722,82.15297
300723,81.82759
300724,81.10103
300725,85.61871
300726,80.2343
300727,81.51323
300728,83.04551
300729,79.40247
300730,81.05748
300731,84.07127
300732,80.550064
300733,82.82654
300734,84.239
300735,81.22785
300736,82.369606
300737,83.336685
300738,79.68202
300739,72.749985
300740,79.517845
300741,81.154205
300742,82.09279
300743,82.474686
300744,78.727615
300745,80.123795
300746,83.25119
300747,82.696205
300748,81.54584
300749,81.43233
300750,81.13166
300751,80.38562
300752,81.14262
300753,83.72293
300754,80.08598
300755,81.44544
300756,80.27469
300757,81.42034
300758,80.92369
300759,83.1062
300760,82.734215
300761,80.92732
300762,81.7144
300763,83.18228
300764,82.46891
300765,80.949104
300766,81.63621
300767,83.35347
300768,82.87636
300769,81.10131
300770,82.2219
300771,81.088135
300772,80.09592
300773,82.92134
300774,81.10934
300775,81.46501
300776,83.50049
300777,78.64315
300778,80.658905
300779,82.533295
300780,79.878365
300781,82.97063
300782,83.372574
300783,81.578766
300784,82.80554
300785,81.02141
300786,82.59035
300787,81.61038
300788,82.58664
300789,80.910385
300790,83.40774
300791,81.03752
300792,81.74836
300793,79.459435
300794,81.79741
300795,80.79615
300796,80.7978
300797,80.57008
300798,81.36146
300799,70.79066
300800,81.165115
300801,81.10116
300802,80.81788
300803,77.87164
300804,81.34914
300805,81.69543
300806,81.977104
300807,79.75993
300808,81.518036
300809,81.50126
300810,79.02685
300811,80.99664
300812,81.059326
300813,81.048584
300814,80.85676
300815,83.584595
300816,83.778435
300817,80.98943
300818,82.724724
300819,83.130516
300820,83.96742
300821,81.745155
300822,81.05503
300823,84.287186
300824,80.985535
300825,82.76673
300826,81.205635
300827,82.77399
300828,81.98807
300829,82.22905
300830,81.13174
300831,79.69627
300832,80.65728
300833,81.59721
300834,78.90375
300835,80.21103
300836,80.57884
300837,80.89332
300838,82.17691
300839,82.15083
300840,80.74861
300841,79.175
300842,80.19829
300843,80.942986
300844,80.10507
300845,83.94357
300846,82.29454
300847,78.421844
300848,80.20137
300849,81.707886
300850,78.346466
300851,80.12703
300852,83.42851
300853,82.28154
300854,81.30966
300855,81.63701
300856,81.39691
300857,81.15683
300858,82.325645
300859,81.52336
300860,83.744385
300861,82.961205
300862,79.29343
300863,81.44458
300864,81.25901
300865,81.97866
300866,82.25333
300867,80.534004
300868,82.12124
300869,81.33784
300870,77.09238
300871,80.92237
300872,81.812386
300873,81.85008
300874,81.09892
300875,80.85869
300876,83.16294
300877,83.46426
300878,82.91775
300879,80.62494
300880,81.493996
300881,81.06312
300882,80.31046
300883,81.342255
300884,82.20422
300885,84.22122
300886,80.37713
300887,84.95528
300888,81.953
300889,81.67865
300890,80.60588
300891,80.83266
300892,81.216934
300893,81.79973
300894,81.13265
300895,81.36003
300896,74.40478
300897,80.89491
300898,81.63992
300899,81.31998
300900,81.72708
300901,80.279175
300902,80.21171
300903,80.70816
300904,79.28844
300905,82.03758
300906,81.419075
300907,81.947174
300908,81.15489
300909,83.71829
300910,79.778915
300911,81.35207
300912,80.8693
300913,79.60812
300914,79.67493
300915,81.60245
300916,80.964645
300917,83.009964
300918,80.618866
300919,82.9665
300920,81.06697
300921,81.89215
300922,80.87047
300923,81.23821
300924,79.81642
300925,81.02414
300926,82.871056
300927,79.25381
300928,80.29276
300929,82.112236
300930,80.8049
300931,81.809944
300932,82.842255
300933,82.196655
300934,81.26057
300935,80.45082
300936,81.952324
300937,80.45601
300938,81.8639
300939,71.73364
300940,83.462
300941,81.121506
300942,80.86654
300943,80.38208
300944,79.69934
300945,81.82589
300946,81.91726
300947,82.98901
300948,82.01107
300949,81.41093
300950,83.342255
300951,81.744125
300952,80.83722
300953,83.37279
300954,81.733376
300955,79.77559
300956,83.65999
300957,80.79223
300958,80.17574
300959,81.306175
300960,82.7314
300961,79.50168
300962,84.37221
300963,81.13295
300964,80.70825
300965,80.989716
300966,82.13659
300967,82.03881
300968,81.26076
300969,81.59276
300970,79.53827
300971,82.93275
300972,81.268
300973,82.112854
300974,81.22113
300975,83.69997
300976,81.43277
300977,81.18614
300978,84.26614
300979,82.72071
300980,81.07568
300981,80.03279
300982,80.247086
300983,82.82273
300984,81.36195
300985,81.69446
300986,79.15509
300987,79.40715
300988,83.52317
300989,80.11922
300990,83.484695
300991,81.42701
300992,82.40805
300993,81.46564
300994,78.76475
300995,81.11877
300996,81.51376
300997,79.12354
300998,79.894516
300999,79.924
301000,81.348694
301001,82.541565
301002,83.62295
301003,79.497025
301004,82.812675
301005,80.77469
301006,81.02529
301007,79.103775
301008,84.10068
301009,79.87084
301010,81.73562
301011,79.26513
301012,79.90277
301013,77.591995
301014,81.10215
301015,81.11989
301016,82.06962
301017,79.61968
301018,81.12854
301019,78.96812
301020,83.84721
301021,78.43109
301022,81.19554
301023,82.76046
301024,81.06595
301025,80.840256
301026,80.44713
301027,81.326515
301028,79.35009
301029,82.00644
301030,81.121826
301031,81.47933
301032,81.110916
301033,80.86764
301034,79.18464
301035,81.301056
301036,81.16146
301037,83.285934
301038,82.51925
301039,80.408745
301040,81.00165
301041,83.83414
301042,80.94732
301043,81.247185
301044,81.92906
301045,81.42905
301046,83.72914
301047,80.72145
301048,81.64366
301049,81.5682
301050,83.64973
301051,81.532745
301052,67.340675
301053,81.26462
301054,82.76162
301055,84.73536
301056,81.58168
301057,81.57599
301058,79.23371
301059,81.25267
301060,81.741974
301061,80.481705
301062,79.4761
301063,81.83058
301064,80.12153
301065,81.27152
301066,81.52456
301067,79.96976
301068,80.28709
301069,83.14577
301070,81.467636
301071,81.611404
301072,80.01788
301073,81.44858
301074,81.1594
301075,80.61142
301076,80.994644
301077,82.07777
301078,83.470406
301079,82.36256
301080,83.37569
301081,80.78984
301082,81.37332
301083,80.691635
301084,81.60826
301085,82.07761
301086,81.55987
301087,78.5891
301088,81.497475
301089,81.16559
301090,83.38729
301091,81.18709
301092,83.85714
301093,82.75089
301094,80.62463
301095,81.25429
301096,82.10213
301097,82.43747
301098,82.966896
301099,78.96526
301100,82.85919
301101,81.60739
301102,81.72102
301103,82.96997
301104,81.31295
301105,78.74668
301106,80.21127
301107,82.00901
301108,83.470245
301109,83.010574
301110,80.12358
301111,81.16542
301112,81.68216
301113,81.26423
301114,82.32617
301115,81.319046
301116,82.73638
301117,81.08436
301118,81.4046
301119,80.55837
301120,79.77266
301121,80.59041
301122,83.35181
301123,82.83846
301124,80.96948
301125,79.846725
301126,81.249504
301127,82.11961
301128,79.09847
301129,81.87188
301130,80.43339
301131,82.72137
301132,83.575485
301133,80.08011
301134,79.208405
301135,81.79139
301136,81.82791
301137,82.77227
301138,82.1812
301139,79.483925
301140,78.59323
301141,83.19769
301142,75.1243
301143,83.2587
301144,84.63745
301145,81.93732
301146,83.095215
301147,80.33231
301148,83.372
301149,81.22202
301150,79.77662
301151,82.048096
301152,80.37301
301153,83.682755
301154,79.69815
301155,80.67066
301156,81.03964
301157,81.044525
301158,84.56389
301159,83.69756
301160,80.01517
301161,83.12833
301162,82.39362
301163,81.37514
301164,82.396935
301165,83.59253
301166,81.40967
301167,83.37232
301168,82.8944
301169,83.148445
301170,80.132034
301171,83.795204
301172,80.60478
301173,81.5347
301174,83.13742
301175,83.500946
301176,81.282196
301177,80.40323
301178,76.824356
301179,80.25326
301180,82.306046
301181,82.762314
301182,80.88566
301183,80.993515
301184,81.93066
301185,82.209625
301186,82.36932
301187,83.38954
301188,80.83078
301189,81.20192
301190,79.60455
301191,79.965965
301192,80.43943
301193,83.05563
301194,81.536736
301195,81.7266
301196,81.17797
301197,82.98995
301198,78.82628
301199,80.9517
301200,81.49454
301201,82.01224
301202,78.82105
301203,82.901825
301204,83.867676
301205,81.481865
301206,79.502914
301207,81.595184
301208,81.89021
301209,82.098495
301210,81.42613
301211,80.71735
301212,81.35897
301213,82.44408
301214,82.86211
301215,81.36847
301216,83.63662
301217,81.19529
301218,81.329285
301219,81.41257
301220,79.60175
301221,80.94046
301222,82.34089
301223,81.116974
301224,78.744774
301225,83.33028
301226,79.688705
301227,81.81691
301228,81.01387
301229,79.29523
301230,81.39895
301231,82.53818
301232,82.07408
301233,81.448364
301234,65.192986
301235,83.45205
301236,82.8363
301237,79.87597
301238,80.841194
301239,83.557976
301240,82.33545
301241,80.3911
301242,81.87009
301243,84.030685
301244,81.259766
301245,82.21077
301246,83.53342
301247,84.27057
301248,83.15512
301249,83.204544
301250,82.98204
301251,81.80594
301252,82.65086
301253,82.381256
301254,80.24264
301255,80.04466
301256,83.61776
301257,82.6885
301258,82.89047
301259,83.18533
301260,82.369865
301261,83.28775
301262,80.10694
301263,80.22326
301264,81.5683
301265,83.115845
301266,79.1656
301267,83.12957
301268,82.73398
301269,79.75171
301270,81.76735
301271,83.83713
301272,81.19732
301273,81.51922
301274,80.62276
301275,81.14917
301276,81.53725
301277,83.238
301278,81.27273
301279,82.47383
301280,81.96277
301281,82.32198
301282,81.69244
301283,81.74732
301284,83.10863
301285,81.81854
301286,84.990685
301287,81.3139
301288,79.751495
301289,80.780464
301290,82.16048
301291,81.65087
301292,83.284676
301293,82.07481
301294,83.49094
301295,79.63404
301296,80.837685
301297,83.34616
301298,83.989044
301299,83.00989
301300,80.252945
301301,80.30918
301302,79.59094
301303,82.78526
301304,80.6265
301305,81.26364
301306,82.041916
301307,79.75403
301308,77.22544
301309,79.12708
301310,81.54742
301311,81.927475
301312,80.119934
301313,80.65715
301314,80.67097
301315,79.8475
301316,84.22917
301317,81.40894
301318,82.22397
301319,82.34863
301320,81.18442
301321,82.206406
301322,81.024536
301323,83.43671
301324,80.98981
301325,82.24233
301326,81.05597
301327,82.97446
301328,81.5068
301329,81.57095
301330,80.83645
301331,78.86041
301332,80.70822
301333,81.00333
301334,81.50963
301335,80.731865
301336,80.709984
301337,79.31153
301338,82.59579
301339,83.0522
301340,82.134186
301341,80.88794
301342,81.62145
301343,82.62458
301344,80.824036
301345,82.71501
301346,81.82977
301347,80.369156
301348,81.59628
301349,80.074875
301350,60.46532
301351,83.33537
301352,81.14113
301353,82.25486
301354,81.18646
301355,82.365616
301356,81.54483
301357,82.98476
301358,74.77205
301359,80.8226
301360,81.19443
301361,81.02271
301362,82.4731
301363,82.74623
301364,85.55895
301365,81.32738
301366,80.57834
301367,81.60312
301368,79.29094
301369,83.34389
301370,81.070404
301371,81.38402
301372,79.49599
301373,81.078514
301374,82.34785
301375,83.01659
301376,81.43821
301377,78.7868
301378,81.99115
301379,81.55646
301380,81.53992
301381,81.20481
301382,81.32451
301383,80.83023
301384,80.53645
301385,82.79736
301386,79.59653
301387,80.70802
301388,81.14568
301389,80.829346
301390,83.03899
301391,81.0768
301392,80.67212
301393,82.084625
301394,81.3132
301395,82.806526
301396,79.06058
301397,81.31009
301398,79.416306
301399,81.85118
301400,82.58153
301401,81.28888
301402,83.415855
301403,80.72121
301404,80.80752
301405,80.47397
301406,80.57715
301407,78.10699
301408,79.45025
301409,83.353424
301410,80.049866
301411,79.62817
301412,82.228096
301413,78.05789
301414,81.94676
301415,83.396935
301416,77.97958
301417,84.016815
301418,81.12306
301419,75.47016
301420,82.14925
301421,83.258255
301422,81.78724
301423,80.534744
301424,81.19777
301425,81.29079
301426,81.20935
301427,81.30083
301428,79.97009
301429,81.3835
301430,80.42709
301431,80.50726
301432,81.264534
301433,82.77867
301434,81.67738
301435,82.631226
301436,83.56877
301437,79.79088
301438,82.6842
301439,83.0195
301440,81.6411
301441,81.5537
301442,79.34189
301443,81.81681
301444,81.1367
301445,81.06947
301446,80.88136
301447,80.351265
301448,81.42142
301449,82.60677
301450,80.56143
301451,82.04661
301452,79.52402
301453,81.82344
301454,82.41423
301455,81.12366
301456,80.747894
301457,81.470055
301458,78.323814
301459,81.542366
301460,80.69918
301461,80.21788
301462,78.49408
301463,82.80235
301464,82.75785
301465,82.57736
301466,80.46012
301467,83.50708
301468,81.405876
301469,83.13563
301470,80.82863
301471,81.43279
301472,80.97766
301473,79.74411
301474,84.610306
301475,80.443344
301476,83.522415
301477,82.863754
301478,82.38211
301479,83.38061
301480,82.66747
301481,80.72509
301482,80.36696
301483,83.27222
301484,83.128784
301485,81.074
301486,81.920105
301487,81.65587
301488,79.40723
301489,83.13417
301490,81.54848
301491,81.118546
301492,83.9438
301493,80.19649
301494,81.491394
301495,83.48242
301496,81.11807
301497,81.472015
301498,83.56309
301499,79.88473
301500,71.84774
301501,81.40744
301502,79.125626
301503,82.573875
301504,81.299904
301505,81.83865
301506,81.51862
301507,81.33537
301508,83.35042
301509,83.00828
301510,80.586105
301511,81.39178
301512,79.39537
301513,80.805405
301514,79.30804
301515,81.12456
301516,82.08794
301517,80.87963
301518,81.91944
301519,81.368935
301520,81.77905
301521,78.98599
301522,82.174225
301523,83.092125
301524,80.9319
301525,81.77907
301526,82.851776
301527,82.953415
301528,83.083084
301529,79.54935
301530,80.890274
301531,84.09582
301532,83.98871
301533,82.244606
301534,82.390045
301535,81.61403
301536,79.81803
301537,82.37963
301538,83.22319
301539,80.07121
301540,81.54236
301541,81.38982
301542,83.699104
301543,80.79309
301544,82.8202
301545,83.0071
301546,82.51857
301547,75.73486
301548,82.03696
301549,79.42857
301550,81.41611
301551,80.693665
301552,79.58578
301553,80.16666
301554,81.47407
301555,80.79652
301556,82.83261
301557,78.32232
301558,83.01122
301559,80.04695
301560,81.18677
301561,81.03538
301562,79.395096
301563,81.052704
301564,82.7475
301565,81.82156
301566,80.95988
301567,81.93407
301568,79.901054
301569,83.20663
301570,80.20326
301571,81.3179
301572,81.68768
301573,79.488106
301574,83.73041
301575,80.516914
301576,81.31898
301577,81.68168
301578,82.00311
301579,82.681206
301580,77.51381
301581,81.679504
301582,81.17247
301583,81.309654
301584,80.83743
301585,81.722176
301586,81.117226
301587,75.90927
301588,81.5031
301589,83.457634
301590,82.39816
301591,77.88664
301592,79.506485
301593,81.265785
301594,80.562386
301595,77.868744
301596,81.49921
301597,82.026825
301598,81.430786
301599,81.59146
301600,83.129684
301601,81.038284
301602,81.602715
301603,81.11204
301604,81.077095
301605,84.3725
301606,81.907455
301607,81.15626
301608,81.19577
301609,81.60354
301610,80.795006
301611,81.91596
301612,80.655655
301613,77.55561
301614,79.09725
301615,80.57274
301616,80.01082
301617,81.82714
301618,80.84459
301619,81.97084
301620,81.75742
301621,83.54966
301622,82.25059
301623,80.764084
301624,79.20115
301625,79.185165
301626,79.46396
301627,83.18753
301628,80.61367
301629,81.23324
301630,79.80645
301631,82.243454
301632,83.96522
301633,78.73009
301634,83.162544
301635,83.48596
301636,82.89263
301637,80.67331
301638,82.59176
301639,82.942474
301640,80.11236
301641,80.49808
301642,81.75496
301643,81.747536
301644,80.57851
301645,83.19207
301646,83.73495
301647,81.815285
301648,80.76573
301649,81.37947
301650,80.395706
301651,80.386986
301652,79.056564
301653,85.157
301654,81.951706
301655,80.60382
301656,80.38879
301657,84.05144
301658,83.767624
301659,82.42467
301660,79.19314
301661,78.57991
301662,82.34829
301663,81.62521
301664,83.87632
301665,81.89876
301666,80.117035
301667,81.89794
301668,82.02135
301669,80.91452
301670,83.26782
301671,81.14354
301672,82.403015
301673,82.33252
301674,82.51447
301675,84.46288
301676,82.4556
301677,81.98026
301678,83.13428
301679,83.395164
301680,80.85884
301681,76.07559
301682,79.604996
301683,84.11063
301684,80.241066
301685,82.734764
301686,83.74237
301687,79.78799
301688,80.605774
301689,81.221054
301690,81.4722
301691,72.434204
301692,81.989944
301693,82.04585
301694,79.35601
301695,83.46052
301696,78.19166
301697,81.23793
301698,82.55606
301699,81.53619
301700,81.47785
301701,82.10996
301702,81.89115
301703,80.74521
301704,82.38493
301705,80.98059
301706,83.79822
301707,82.50879
301708,80.64254
301709,80.08554
301710,81.833786
301711,80.67879
301712,81.44011
301713,79.37371
301714,81.163124
301715,80.44319
301716,82.02896
301717,84.13729
301718,81.457466
301719,81.83499
301720,82.33324
301721,84.33872
301722,80.49419
301723,83.90913
301724,82.084435
301725,79.07388
301726,80.24272
301727,81.3739
301728,82.69917
301729,81.111145
301730,83.37448
301731,80.79757
301732,80.85179
301733,80.85119
301734,83.09874
301735,82.08165
301736,79.57954
301737,82.725624
301738,80.67363
301739,82.10184
301740,82.7243
301741,81.36908
301742,77.98713
301743,81.67697
301744,81.04837
301745,80.43351
301746,81.40595
301747,84.195755
301748,78.81472
301749,83.33942
